Chip Run Info;\\pnas1.stockage.inra.fr\vdl-isp\Ibir\Fluidigm\2023_03_28_CGitton\ChipRun.bml;1362900136;96.96 (136x);GE 96x96 Fast PCR+Melt v2;ROX;EvaGreen;28/03/2023 18:35;00:30:37;BIOMARKHD434;SamplePlateName: Undefined;SamplePlateBarCode: Undefined;ReagentPlateName: Undefined;ReagentPlateBarCode: Undefined;;;;;;;;;;;
Application Version;4.7.1;;;;;;;;;;;;;;;;;;;;;;;
Application Build;20200930.1707;;;;;;;;;;;;;;;;;;;;;;;
Export Type;Table Results;;;;;;;;;;;;;;;;;;;;;;;
Quality Threshold;0,65;;;;;;;;;;;;;;;;;;;;;;;
Baseline Correction Method;Linear (Derivative);;;;;;;;;;;;;;;;;;;;;;;
Ct Threshold Method;Auto (Global);;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;Experiment Information;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen;EvaGreen
Chamber;Sample;Sample;Sample;Sample;EvaGreen;EvaGreen;EvaGreen;Ct;Ct;Ct;Ct;Delta Ct Sample;Delta Ct Sample;Delta Ct Sample;Delta Ct Reagent;Delta Ct Reagent;Delta Ct Reagent;Delta Delta Ct;Delta Delta Ct;Delta Delta Ct;Delta Delta Ct;Tm;Tm;Tm
ID;Name;Type;rConc;Reference;Name;Type;Reference;Value;Quality;Call;Threshold;Value;Quality;Call;Value;Quality;Call;Value;Fold Change;Quality;Call;In Range;Out Range;Peak Ratio
S67-A82;ADNc-351;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;6,484154754;1;Pass;0,015433382;999;0;Flag;-1,035696488;1;Pass;999;-1;0;Flag;80,7573131;999;1
S25-A82;ADNc-382;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;6,558054545;1;Pass;0,015433382;999;0;Flag;-1,317052349;1;Pass;999;-1;0;Flag;80,71159822;999;1
S66-A82;ADNc-343;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;3,866232432;0,622077477;Flag;0,015433382;999;0;Flag;-0,606615518;0,622077477;Flag;999;-1;0;Flag;80,7686104;999;1
S36-A82;ADNc-ANSES-13;Unknown;1;ADNc-ANSES-2;CD36;Test;ACTB,GAPDH,PPIA;11,38855056;0,805885533;Pass;0,015433382;1,301002121;1;Pass;4,826768642;0,952590644;Pass;0,359256577;0,779566188;0,900271744;Pass;80,6900837;999;1
S65-A82;ADNc-417;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;8,613088097;1;Pass;0,015433382;999;0;Flag;-0,240083631;1;Pass;999;-1;0;Flag;80,72850287;999;1
S35-A82;ADNc-ANSES-5;Unknown;1;ADNc-ANSES-1;CD36;Test;ACTB,GAPDH,PPIA;11,28655678;0,921969114;Pass;0,015433382;-0,453950428;1;Pass;5,183934186;0,956779959;Pass;-0,297890212;1,229345311;0,956779959;Pass;80,65335255;999;1
S64-A82;ADNc-409;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;8,820831107;1;Pass;0,015433382;999;0;Flag;-0,958486399;1;Pass;999;-1;0;Flag;80,71603397;999;1
S34-A82;ADNc-326;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;6,488371212;1;Pass;0,015433382;999;0;Flag;-1,021303028;1;Pass;999;-1;0;Flag;80,70507821;999;1
S63-A82;ADNc-401;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;10,16508868;1;Pass;0,015433382;999;0;Flag;-1,176574374;1;Pass;999;-1;0;Flag;80,7105004;999;1
S33-A82;ADNc-368;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;12,40787979;1;Pass;0,015433382;999;0;Flag;1,746397247;1;Pass;999;-1;0;Flag;80,62077891;999;1
S62-A82;ADNc-393;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;6,683503812;1;Pass;0,015433382;999;0;Flag;-1,009097405;1;Pass;999;-1;0;Flag;80,7351584;999;1
S32-A82;ADNc-356;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;5,993607734;1;Pass;0,015433382;999;0;Flag;-0,604000665;1;Pass;999;-1;0;Flag;80,67479282;999;1
S61-A82;ADNc-385;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;9,42935665;1;Pass;0,015433382;999;0;Flag;-1,098194853;1;Pass;999;-1;0;Flag;80,72154267;999;1
S31-A82;ADNc-348;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;8,118878095;1;Pass;0,015433382;999;0;Flag;-1,60695436;1;Pass;999;-1;0;Flag;80,67580149;999;1
S60-A82;ADNc-ANSES-15;Unknown;1;ADNc-ANSES-2;CD36;Test;ACTB,GAPDH,PPIA;11,73442843;1;Pass;0,015433382;1,646879986;1;Pass;5,308163203;1;Pass;0,840651139;0,558391491;0,900271744;Pass;80,63664917;999;1
S42-A82;ADNc-341;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;7,199444985;1;Pass;0,015433382;999;0;Flag;-0,883550687;1;Pass;999;-1;0;Flag;80,70820028;999;1
S59-A82;ADNc-ANSES-7;Unknown;1;ADNc-ANSES-2;CD36;Test;ACTB,GAPDH,PPIA;12,62517742;1;Pass;0,015433382;2,537628978;1;Pass;5,283357039;1;Pass;0,815844974;0,568075672;0,900271744;Pass;80,6119034;999;1
S41-A82;ADNc-415;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;10,51844602;1;Pass;0,015433382;999;0;Flag;-0,105750005;1;Pass;999;-1;0;Flag;80,66869921;999;1
S58-A82;ADNc-332;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;7,568704246;1;Pass;0,015433382;999;0;Flag;-1,03628374;1;Pass;999;-1;0;Flag;80,66152486;999;1
S40-A82;ADNc-407;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;9,302227869;1;Pass;0,015433382;999;0;Flag;-0,948327164;1;Pass;999;-1;0;Flag;80,65340247;999;1
S57-A82;ADNc-370;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;8,346764357;1;Pass;0,015433382;999;0;Flag;1,205910703;0,996906512;Pass;999;-1;0;Flag;80,66454196;999;1
S39-A82;ADNc-399;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;8,871327024;1;Pass;0,015433382;999;0;Flag;-0,526712117;1;Pass;999;-1;0;Flag;80,66455141;999;1
S56-A82;ADNc-362;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;12,75660691;1;Pass;0,015433382;999;0;Flag;2,56458738;1;Pass;999;-1;0;Flag;80,47708912;999;1
S38-A82;ADNc-391;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;10,28076071;1;Pass;0,015433382;999;0;Flag;0,246788621;1;Pass;999;-1;0;Flag;80,67956897;999;1
S55-A82;ADNc-350;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;8,331413703;1;Pass;0,015433382;999;0;Flag;-1,581326076;1;Pass;999;-1;0;Flag;80,65491131;999;1
S37-A82;ADNc-383;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;7,939914674;1;Pass;0,015433382;999;0;Flag;-0,965483569;1;Pass;999;-1;0;Flag;80,65381149;999;1
S54-A82;ADNc-342;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;5,231819897;1;Pass;0,015433382;999;0;Flag;0,021792785;0,85692299;Pass;999;-1;0;Flag;80,70819749;999;1
S48-A82;ADNc-ANSES-14;Unknown;1;ADNc-ANSES-2;CD36;Test;ACTB,GAPDH,PPIA;10,85996793;0,970817686;Pass;0,015433382;0,772419487;1;Pass;4,707677315;0,951337476;Pass;0,24016525;0,846648329;0,900271744;Pass;80,62278083;999;1
S53-A82;ADNc-416;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;5,945393463;1;Pass;0,015433382;999;0;Flag;-0,737178766;0,983740237;Pass;999;-1;0;Flag;80,69881914;999;1
S47-A82;ADNc-ANSES-6;Unknown;1;ADNc-ANSES-1;CD36;Test;ACTB,GAPDH,PPIA;11,15996003;0,645889244;Pass;0,015433382;-0,580547182;1;Pass;5,276356836;0,804790657;Pass;-0,205467562;1,15305998;0,804790657;Pass;80,64719123;999;1
S52-A82;ADNc-408;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;7,188321382;1;Pass;0,015433382;999;0;Flag;-1,081738535;1;Pass;999;-1;0;Flag;80,70954101;999;1
S46-A82;ADNc-327;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;9,968070033;1;Pass;0,015433382;999;0;Flag;-1,936848159;1;Pass;999;-1;0;Flag;80,66269597;999;1
S51-A82;ADNc-400;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;9,377797655;1;Pass;0,015433382;999;0;Flag;-0,864283759;1;Pass;999;-1;0;Flag;80,73130437;999;1
S45-A82;ADNc-369;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;4,653293907;0,884431302;Pass;0,015433382;999;0;Flag;-0,738406467;0,875718733;Pass;999;-1;0;Flag;80,73912649;999;1
S50-A82;ADNc-392;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;6,471984431;1;Pass;0,015433382;999;0;Flag;-0,842019911;1;Pass;999;-1;0;Flag;80,8427736;999;1
S44-A82;ADNc-357;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;3,475734241;0,491911414;Flag;0,015433382;999;0;Flag;-0,342228832;0,491911414;Flag;999;-1;0;Flag;80,82423731;999;1
S49-A82;ADNc-384;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;8,925121606;1;Pass;0,015433382;999;0;Flag;-0,776455971;1;Pass;999;-1;0;Flag;80,83575582;999;1
S43-A82;ADNc-349;Unknown;1;;CD36;Test;ACTB,GAPDH,PPIA;5,968205683;1;Pass;0,015433382;999;0;Flag;-1,307978334;1;Pass;999;-1;0;Flag;80,91520494;999;1
S96-A69;ADNc-ANSES-18;Unknown;1;ADNc-ANSES-3;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S06-A69;ADNc-338;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;17,47347422;1;Pass;0,015433382;999;0;Flag;10,2758402;1;Pass;999;-1;0;Flag;86,76196904;999;1
S95-A69;ADNc-ANSES-10;Unknown;1;ADNc-ANSES-1;CD4;Test;ACTB,GAPDH,PPIA;23,70109553;1;Pass;0,015433382;999;0;Flag;17,85230354;0,776069412;Pass;999;-1;0;Flag;77,5565534;999;1
S05-A69;ADNc-412;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;18,27879546;1;Pass;0,015433382;999;0;Flag;8,67815456;1;Pass;999;-1;0;Flag;86,40282417;999;1
S94-A69;ADNc-ANSES-2;Reference;1;;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;73,9483249;999;1
S04-A69;ADNc-404;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;17,27454469;1;Pass;0,015433382;999;0;Flag;7,982642459;1;Pass;999;-1;0;Flag;86,10911911;999;1
S93-A69;ADNc-314;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;19,4002566;1;Pass;0,015433382;999;0;Flag;11,2545203;1;Pass;999;-1;0;Flag;86,21370519;999;1
S03-A69;ADNc-396;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;17,60208332;1;Pass;0,015433382;999;0;Flag;9,501915999;1;Pass;999;-1;0;Flag;86,24821319;999;1
S92-A69;ADNc-365;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;24,84468425;1;Pass;0,015433382;999;0;Flag;14,90868059;1;Pass;999;-1;0;Flag;86,20436388;999;1
S02-A69;ADNc-388;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;18,14251656;1;Pass;0,015433382;999;0;Flag;9,559478646;1;Pass;999;-1;0;Flag;86,32200812;999;1
S91-A69;ADNc-353;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;14,10164878;1;Pass;0,015433382;999;0;Flag;9,23799339;0,876508807;Pass;999;-1;0;Flag;86,23398681;999;1
S01-A69;ADNc-380;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;19,74051831;1;Pass;0,015433382;999;0;Flag;10,51779886;1;Pass;999;-1;0;Flag;86,06034279;999;1
S90-A69;ADNc-345;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;13,54466219;1;Pass;0,015433382;999;0;Flag;8,779304479;0,84645651;Pass;999;-1;0;Flag;86,22820876;999;1
S12-A69;ADNc-ANSES-11;Unknown;1;ADNc-ANSES-1;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;73,72616307;999;1
S89-A69;ADNc-419;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;20,74886004;1;Pass;0,015433382;999;0;Flag;10,77258752;1;Pass;999;-1;0;Flag;86,1817871;999;1
S11-A69;ADNc-ANSES-3;Reference;1;;CD4;Test;ACTB,GAPDH,PPIA;20,38857335;1;Pass;0,015433382;0;1;Pass;14,72043843;0,855191018;Pass;0;1;0,855191018;Pass;77,82247523;999;1
S88-A69;ADNc-411;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;21,36484819;1;Pass;0,015433382;999;0;Flag;10,50652632;1;Pass;999;-1;0;Flag;86,17758658;999;1
S10-A69;ADNc-315;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;19,7299587;1;Pass;0,015433382;999;0;Flag;10,33604416;1;Pass;999;-1;0;Flag;77,6996151;999;1
S87-A69;ADNc-403;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;21,14931392;1;Pass;0,015433382;999;0;Flag;12,31235151;1;Pass;999;-1;0;Flag;86,04499573;999;1
S09-A69;ADNc-366;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;20,08564297;1;Pass;0,015433382;999;0;Flag;15,60794084;0,789819989;Pass;999;-1;0;Flag;86,13235164;999;1
S86-A69;ADNc-395;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;18,42300915;1;Pass;0,015433382;999;0;Flag;9,71980519;1;Pass;999;-1;0;Flag;86,13448039;999;1
S08-A69;ADNc-354;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;16,83042521;1;Pass;0,015433382;999;0;Flag;9,074858443;1;Pass;999;-1;0;Flag;86,14539439;999;1
S85-A69;ADNc-387;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;20,77490601;1;Pass;0,015433382;999;0;Flag;11,27863942;1;Pass;999;-1;0;Flag;86,10591191;999;1
S07-A69;ADNc-346;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;14,95301748;1;Pass;0,015433382;999;0;Flag;9,800591423;0,937986486;Pass;999;-1;0;Flag;86,20587489;999;1
S84-A69;ADNc-ANSES-17;Unknown;1;ADNc-ANSES-3;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;73,8126073;999;1
S18-A69;ADNc-339;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;19,45964486;1;Pass;0,015433382;999;0;Flag;11,90735529;1;Pass;999;-1;0;Flag;86,20130622;999;1
S83-A69;ADNc-ANSES-9;Unknown;1;ADNc-ANSES-2;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;73,54463839;999;1
S17-A69;ADNc-413;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;15,71871867;1;Pass;0,015433382;999;0;Flag;8,30990231;1;Pass;999;-1;0;Flag;86,15408589;999;1
S82-A69;ADNc-ANSES-1;Reference;1;;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S16-A69;ADNc-405;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;24,74914562;1;Pass;0,015433382;999;0;Flag;13,86736468;1;Pass;999;-1;0;Flag;86,13591105;999;1
S81-A69;ADNc-309;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S15-A69;ADNc-397;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;17,43100905;1;Pass;0,015433382;999;0;Flag;9,417532682;1;Pass;999;-1;0;Flag;86,19074777;999;1
S80-A69;ADNc-364;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;12,78797011;1;Pass;0,015433382;999;0;Flag;5,037715495;1;Pass;999;-1;0;Flag;86,19847894;999;1
S14-A69;ADNc-389;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;22,23761711;1;Pass;0,015433382;999;0;Flag;11,06266584;1;Pass;999;-1;0;Flag;86,31149256;999;1
S79-A69;ADNc-352;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;11,50107104;1;Pass;0,015433382;999;0;Flag;7,887321451;0,533760149;Flag;999;-1;0;Flag;86,25311209;999;1
S13-A69;ADNc-381;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;19,93266423;1;Pass;0,015433382;999;0;Flag;10,33150828;1;Pass;999;-1;0;Flag;86,01869888;999;1
S78-A69;ADNc-344;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;13,31369122;1;Pass;0,015433382;999;0;Flag;8,439012921;0,854505761;Pass;999;-1;0;Flag;86,22853128;999;1
S24-A69;ADNc-ANSES-12;Unknown;1;ADNc-ANSES-1;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;73,95456146;999;1
S77-A69;ADNc-418;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;13,34691356;1;Pass;0,015433382;999;0;Flag;6,914920229;0,969165982;Pass;999;-1;0;Flag;86,19809525;999;1
S23-A69;ADNc-ANSES-4;Unknown;1;ADNc-ANSES-1;CD4;Test;ACTB,GAPDH,PPIA;29,34028074;0;Flag;0,015433382;999;0;Flag;23,10969363;0;Flag;999;-1;0;Flag;73,93527685;999;1
S76-A69;ADNc-410;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;18,91981862;1;Pass;0,015433382;999;0;Flag;9,618114219;1;Pass;999;-1;0;Flag;86,15039557;999;1
S22-A69;ADNc-321;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;20,85148115;1;Pass;0,015433382;999;0;Flag;10,607002;1;Pass;999;-1;0;Flag;86,22753899;999;1
S75-A69;ADNc-402;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S21-A69;ADNc-367;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;13,3047936;1;Pass;0,015433382;999;0;Flag;5,125456114;1;Pass;999;-1;0;Flag;86,25597891;999;1
S74-A69;ADNc-394;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S20-A69;ADNc-355;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;12,33164606;1;Pass;0,015433382;999;0;Flag;7,378980517;0,843409257;Pass;999;-1;0;Flag;86,24354963;999;1
S73-A69;ADNc-386;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S19-A69;ADNc-347;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;18,41198232;1;Pass;0,015433382;999;0;Flag;12,55962783;1;Pass;999;-1;0;Flag;86,17357932;999;1
S72-A69;ADNc-ANSES-16;Unknown;1;ADNc-ANSES-3;CD4;Test;ACTB,GAPDH,PPIA;24,18022446;0,984105811;Pass;0,015433382;3,791651111;0,984105811;Pass;18,59197426;0,867540771;Pass;3,871535836;0,068320586;0,855191018;Pass;77,86965236;999;1
S30-A69;ADNc-340;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;18,7822836;1;Pass;0,015433382;999;0;Flag;10,67607093;1;Pass;999;-1;0;Flag;86,21977828;999;1
S71-A69;ADNc-ANSES-8;Unknown;1;ADNc-ANSES-2;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;73,81173052;999;1
S29-A69;ADNc-414;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;15,77791112;1;Pass;0,015433382;999;0;Flag;7,187621374;1;Pass;999;-1;0;Flag;86,27834889;999;1
S70-A69;ADNc-333;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S28-A69;ADNc-406;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;19,44137997;1;Pass;0,015433382;999;0;Flag;10,01437043;1;Pass;999;-1;0;Flag;86,19988719;999;1
S69-A69;ADNc-308;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S27-A69;ADNc-398;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;13,95744661;1;Pass;0,015433382;999;0;Flag;6,277753267;1;Pass;999;-1;0;Flag;86,23846085;999;1
S68-A69;ADNc-363;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;19,08907169;1;Pass;0,015433382;999;0;Flag;13,9300391;0,819856806;Pass;999;-1;0;Flag;86,01363462;999;1
S26-A69;ADNc-390;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;19,22502836;1;Pass;0,015433382;999;0;Flag;9,278245153;1;Pass;999;-1;0;Flag;86,19121561;999;1
S67-A69;ADNc-351;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;18,68498595;1;Pass;0,015433382;999;0;Flag;11,16513471;1;Pass;999;-1;0;Flag;86,26315761;999;1
S25-A69;ADNc-382;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;17,61958771;1;Pass;0,015433382;999;0;Flag;9,744480818;1;Pass;999;-1;0;Flag;86,14575441;999;1
S66-A69;ADNc-343;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;15,22356289;1;Pass;0,015433382;999;0;Flag;10,75071494;0,7801451;Pass;999;-1;0;Flag;86,22910412;999;1
S36-A69;ADNc-ANSES-13;Unknown;1;ADNc-ANSES-2;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;73,96408781;999;1
S65-A69;ADNc-417;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;16,60003465;1;Pass;0,015433382;999;0;Flag;7,746862918;1;Pass;999;-1;0;Flag;86,17692381;999;1
S35-A69;ADNc-ANSES-5;Unknown;1;ADNc-ANSES-1;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S64-A69;ADNc-409;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;21,77475268;1;Pass;0,015433382;999;0;Flag;11,99543517;1;Pass;999;-1;0;Flag;85,87335958;999;1
S34-A69;ADNc-326;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;18,25995082;1;Pass;0,015433382;999;0;Flag;10,75027658;1;Pass;999;-1;0;Flag;86,20291267;999;1
S63-A69;ADNc-401;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;21,2168456;1;Pass;0,015433382;999;0;Flag;9,875182551;1;Pass;999;-1;0;Flag;86,13787448;999;1
S33-A69;ADNc-368;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;21,09040829;1;Pass;0,015433382;999;0;Flag;10,42892575;1;Pass;999;-1;0;Flag;85,9047689;999;1
S62-A69;ADNc-393;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;16,64838688;1;Pass;0,015433382;999;0;Flag;8,955785659;1;Pass;999;-1;0;Flag;86,20915133;999;1
S32-A69;ADNc-356;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;14,86897909;1;Pass;0,015433382;999;0;Flag;8,271370696;1;Pass;999;-1;0;Flag;86,21027899;999;1
S61-A69;ADNc-385;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;21,25705586;1;Pass;0,015433382;999;0;Flag;10,72950436;1;Pass;999;-1;0;Flag;85,91925117;999;1
S31-A69;ADNc-348;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;23,83598547;1;Pass;0,015433382;999;0;Flag;14,11015302;1;Pass;999;-1;0;Flag;86,24619401;999;1
S60-A69;ADNc-ANSES-15;Unknown;1;ADNc-ANSES-2;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S42-A69;ADNc-341;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;20,59389937;1;Pass;0,015433382;999;0;Flag;12,5109037;1;Pass;999;-1;0;Flag;86,09381151;999;1
S59-A69;ADNc-ANSES-7;Unknown;1;ADNc-ANSES-2;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S41-A69;ADNc-415;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;18,05040025;1;Pass;0,015433382;999;0;Flag;7,426204228;1;Pass;999;-1;0;Flag;86,17587898;999;1
S58-A69;ADNc-332;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;15,629496;1;Pass;0,015433382;999;0;Flag;7,024508012;1;Pass;999;-1;0;Flag;77,0857831;999;1
S40-A69;ADNc-407;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S57-A69;ADNc-370;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;11,30510919;1;Pass;0,015433382;999;0;Flag;4,164255538;0,996906512;Pass;999;-1;0;Flag;86,22501747;999;1
S39-A69;ADNc-399;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;16,77311462;1;Pass;0,015433382;999;0;Flag;7,375075479;1;Pass;999;-1;0;Flag;86,16994605;999;1
S56-A69;ADNc-362;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;20,65645867;1;Pass;0,015433382;999;0;Flag;10,46443914;1;Pass;999;-1;0;Flag;86,10016094;999;1
S38-A69;ADNc-391;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;18,29010384;1;Pass;0,015433382;999;0;Flag;8,25613176;1;Pass;999;-1;0;Flag;86,24083732;999;1
S55-A69;ADNc-350;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;19,83373181;1;Pass;0,015433382;999;0;Flag;9,920992032;1;Pass;999;-1;0;Flag;86,09793712;999;1
S37-A69;ADNc-383;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;999;0;Flag;0,015433382;999;0;Flag;999;0;Flag;999;-1;0;Flag;999;999;0
S54-A69;ADNc-342;Unknown;1;;CD4;Test;ACTB,GAPDH,PPIA;14,52267407;1;Pass;0,015433382;999;0;Flag;9,312646961;0,85692299;Pass;999;-1;0;Flag;86,21056057;999;1
